,PC1,PC2,PC3,PC4,PC5,PC6,PC7,Room_Occupancy_Count
0,-0.6861129557804249,2.1023215906148374,1.9571058161675632,0.19178877701852304,-0.10171858121698857,-0.8031577737048095,-0.14325550356272165,1
1,-0.13135781961686502,2.5228510065932497,1.5411693072663724,0.6221877974832587,0.5414179389402353,-1.3012216016789684,2.233777539776122,1
2,-0.4506416409767213,2.154163098341574,1.734070830537523,0.45215858700732864,0.13614778026627827,-1.0865281015452115,0.8645039260032086,1
3,-0.3831690908710724,2.119162135475662,1.5948516856388661,0.5625302269252934,0.02139757471272107,-1.0839952625890539,0.7859922055069082,1
4,-0.6834290277554858,1.7421311887281377,1.8705798280691492,0.4274508940423211,-0.19148045122701932,-1.0993451919863706,0.3022820711224582,1
5,-0.6841489830865953,1.6762018736238493,1.8484090798206576,0.46333031451437845,-0.23883322909480542,-1.1046516897135226,0.14211125753403414,1
6,0.7156236912670387,3.1970400901111082,0.6082049676603568,1.3592838508979002,1.350434820303975,-1.5915359547085077,2.8200010632341015,1
7,-0.7475551711364198,1.5525237472846163,1.9029874914172746,0.5351827917208076,-0.2506701841181124,-1.1905281532984795,0.03487003598740997,1
8,-0.5529545874990869,1.6623664452498093,1.7297734831202103,0.7963776185247822,-0.4303411285213579,-1.0697096816627703,-0.015664130274676082,1
9,3.5259019731693906,6.254067933776649,-2.2390643031411575,3.681147095496272,3.9136477440796753,-1.9632856227152258,8.003986891930087,1
10,1.702302857604502,4.029002086840426,-0.26417210092798127,2.221698437100633,2.0477739885306314,-1.9102415669640775,4.66410280063858,1
11,-0.15455723449541423,1.8620977498798275,1.5174624545483035,1.092302949095511,0.183182825525929,-1.3138642050264941,0.7064799047707451,1
12,-0.32858516310594693,1.4795963054323467,1.7410307407007246,0.943822797480839,0.16223650526057382,-1.2023694870472132,0.17727551655837642,1
13,0.9235008133098275,2.7579249373190917,0.736314911647577,1.886221458200978,1.736201065977112,-1.7187854297713525,3.704686602289415,1
14,0.21099992030692907,1.941190252461688,1.1485585269042082,1.4388701849444598,0.2992326690058412,-1.316334465030714,0.9432490805546564,1
15,-0.29127522051356913,1.3500191263313763,1.6748625721051178,1.1281305080424417,0.055440816767814816,-1.210303923045933,-0.05631638240253401,1
16,-0.42811691728780993,1.189585876682381,1.7652962063432092,1.078888286112066,-0.058876487757208634,-1.3621449710726234,0.39019117801581027,1
17,-0.39023204640278164,1.2887166156678476,1.7903044913848165,1.0537626210448323,0.05442153707619477,-1.3192235316806158,0.43400008820013025,1
18,-0.35550767031525193,1.347269718909631,1.7890933808320766,1.003387699868874,-0.02275408046479283,-1.2670666622754065,0.38404256650797997,1
19,-0.4964221275625989,1.2988935506416452,1.9237647531576072,0.87173227282059,-0.18245321810281073,-1.222737147819151,0.10739541159181767,1
20,-0.45056918117703487,1.2614342149655486,1.9166780247206767,0.7386937265076089,-0.23104497903996107,-1.158239931097383,0.1701282031135965,1
21,-0.4210045967536221,1.3420866973339265,1.9516435160527104,0.7222756442937787,-0.2290564359206948,-1.0469427179144526,0.22820799568207575,1
22,-0.3552964155558534,1.3074423013550485,2.017265518314994,0.6313972174390999,-0.30282686426611166,-0.9450831888457695,0.15327608952136434,1
23,0.6922948511148002,2.469374656010844,1.2797869938385924,1.1698994849635875,1.0746833596617134,-1.305360993471676,3.0583888009930575,1
24,-0.28758729764553215,1.534808982330776,2.024491950906809,0.5051270197114643,-0.1915018044543155,-0.8562564038462507,0.04216359698809514,1
